Account No,Organisation,City,Country,Region,Access,C40,Reporting year,Risks to city’s water supply,​Timescale,Magnitude,Risk description,Current population,Population year,City location,Country location
35877,City of Pittsburgh,Pittsburgh,USA,North America,Public,,2017,Increased water stress or scarcity,Current,Serious,"Pittsburgh's geography and impervious surfaces have caused fatal flash floods. River flooding is controlled by the aging lock and dam system, and a failure to an upstream lock and dam would flood downtown.",305704,2016,"(40.4406248, -79.9958864)","(37.09024, -95.712891)"
35274,"City of Portland, ME","Portland, ME",USA,North America,Public,,2017,Increased water stress or scarcity,Medium-term,Serious,The city's water distribution system is aging and capital expenditures for improvements can be challenging.,66666,2014,"(43.6615, -70.2553)","(37.09024, -95.712891)"
54389,Taichung City Government,Taichung,Taiwan,East Asia,Public,,2017,Increased water stress or scarcity,Current,Less serious,Severe weather could bring seasonal drought impacts on water supply.,2750000,2016,"(24.161859, 120.646967)","(23.6978, 120.9605)"
53921,"City of Tempe, AZ","Tempe, AZ",USA,North America,Public,,2017,Increased water stress or scarcity,Current,Extremely serious,"As a desert city, water scarcity is already an issue for Tempe. An increase in temperature as well as an increase in population has put extreme water stress on the region.",175826,2015,"(33.42551, -111.940005)","(37.09024, -95.712891)"
31154,Bogotá Distrito Capital,Bogotá ,Colombia,Latin America,Public,C40,2017,Increased water stress or scarcity,Medium-term,Serious,"There could be a risk on the resource availability for the population in comparison with the current supply. A risk assessment is performed based on the threat analysis (40%) and vulnerability assessment (60%). The impact may be in the short, medium and long term.",7980001,2016,"(4.711, -74.0721)","(4.570868, -74.297333)"
31154,Bogotá Distrito Capital,Bogotá ,Colombia,Latin America,Public,C40,2017,Increased water stress or scarcity,Medium-term,Serious,"Occurrence of power failures impacts directly on supply as well as treatment. The risk varies for each process component: Collection, adduction, treatment, storage and distribution. A risk assessment is performed based on the threat analysis (40%) and vulnerability assessment (60%). The impact can be in the short, medium and long term.",7980001,2016,"(4.711, -74.0721)","(4.570868, -74.297333)"
54128,City of Reno,Reno,USA,North America,Public,,2017,Increased water stress or scarcity,Long-term,Serious,"Potential impacts to the region’s water supply and quality from climate variability include:
• Surface water supplies from Truckee River and tributaries are reduced in capacity; small watershed streams may disappear
• Groundwater supplies decline as the result of increased pumping; associated decreases in local ground water table and impacts to domestic wells
• Emergency expansion of groundwater supplies to include non-compliant sources; increase in treatment costs and potential damage to water supply infrastructure
• Reduced municipal blending capacity during prolonged drought periods
• Local water table declines will negatively influence wetlands and soil moisture
• Total Maximum Daily Load (TMDL) issues at waste water reclamation facilities may occur
• Flood events will contaminate surface and ground water supplies
• Erosion and increase in deposits from runoffs in rivers/tributaries
 Lake Tahoe clarity concerns with increased erosion and deposits from runoffs
• Decreased snowpack will result in a shorter and less intense spring runoff
• Increased night time temperatures will increase exterior watering to maintain landscaping and agriculture",236995,2014,"(39.5296, -119.8138)","(37.09024, -95.712891)"
58310,City of Roanoke,Roanoke,USA,North America,Public,,2017,Increased water stress or scarcity,Long-term,Serious,Although Roanoke is at the head of the water,98465,2013,"(37.271, -79.9414)","(37.09024, -95.712891)"
58310,City of Roanoke,Roanoke,USA,North America,Public,,2017,Increased water stress or scarcity,Current,Extremely serious,The Army Corp of Engineers worked with the city to greatly improve capacity of the Roanoke River. Roanoke is highly susceptible to flooding due to its geographic location of the base of a range of mountains. The floodplains are addressed by purchasing endangered properties or flood proofing those that still remain.,98465,2013,"(37.271, -79.9414)","(37.09024, -95.712891)"
58310,City of Roanoke,Roanoke,USA,North America,Public,,2017,Increased water stress or scarcity,Medium-term,Serious,Northern Virginia is experiencing a significant drain on the ground water supply. It is anticipated that Virginia will be issuing stronger regulations on water consumption.,98465,2013,"(37.271, -79.9414)","(37.09024, -95.712891)"
49335,Metropolitan Government of Nashville and Davidson County,Nashville and Davidson ,USA,North America,Public,,2017,Increased water stress or scarcity,Current,Less serious,Increasing development and impervious surfaces,678889,2015,"(36.1627, -86.7816)","(37.09024, -95.712891)"
63607,Alcaldía de Córdoba,"Córdoba, Venezuela",Venezuela,Latin America,Public,,2017,Increased water stress or scarcity,Current,Serious,DISMINUCION DE VOLUMENES EN CAPTACIONES,35374,2011,"(7.5447, -72.2837)","(6.42375, -66.58973)"
31186,Changwon City,Changwon ,South Korea,East Asia,Public,C40,2017,Increased water stress or scarcity,Short-term,Less serious,#NAME?,1063907,2016,"(35.154167, 126.949167)","(35.907757, 127.766922)"
31111,Tokyo Metropolitan Government,Tokyo,Japan,East Asia,Public,C40,2017,Declining water quality,Short-term,Serious,,13646764,2017,"(35.6896342, 139.6921007)","(36.204824, 138.252924)"
54100,"City of Columbia, MO","Columbia, MO",USA,North America,Public,,2017,Increased water stress or scarcity,Medium-term,Serious,"The current supply is adequate for present needs. The City’s primary water supply source is an aquifer located in the McBaine Bottoms near the Missouri River. Based on a test conducted in September 2015, all 15 wells in operation produced about 27 million gallons per day (MGD), which is in excess of the City’s historical highest demand of 24 MGD. Three new wells to be built in the fall of 2016 will increase the raw water supply to the plant to 32 MGD.

Future demands will require in excess of 32 MGD, potentially up to 45 MGD. To meet future demands, we will need to increase the water supply",119098,2017,"(38.951705, -92.334072)","(37.09024, -95.712891)"
59537,"City of Denton, TX","Denton, TX",USA,North America,Public,,2017,Increased water stress or scarcity,Medium-term,Serious,"According to TWDB’s 2016 Region C Water Plan – The projected demands for Denton more than triple between 2020 and 2067. Denton’s current sources of water supply include Ray Roberts Lake, Lewisville Lake, and direct and indirect reuse. Denton also has a contract to purchase raw water from Dallas Water Utilities (DWU). Denton’s available supply in Ray Roberts Lake and Lewisville Lake is the city’s share of the firm yield of the reservoirs. The yield of each reservoir decreases over time due to sedimentation. Denton’s need in 2070 is over 74,000 acre-feet per year. The proposed future strategies for Denton are to implement water conservation measures, expand water treatment plant capacity, and purchase additional water from DWU.",131044,2015,"(33.214841, -97.133068)","(37.09024, -95.712891)"
31166,Jakarta City Government,Jakarta ,Indonesia,South Asia and Oceania,Public,C40,2017,Declining water quality,Current,Extremely serious,Pollution caused by industrial and household activities,10155902,2017,"(-6.1751, 106.865)","(-0.7893, -113.9213)"
35913,City of Nairobi,Nairobi,Kenya,Africa,Public,C40,2017,Increased water stress or scarcity,Current,Extremely serious,The current reticulation infrastructure is  very old and as a result contributes to huge water losses due to leakages.,4500000,2017,"(-1.292066, 36.821946)","(-0.023559, 37.906193)"
53959,"City of Fayetteville, AR","Fayetteville, AR",USA,North America,Public,,2017,Increased water stress or scarcity,Short-term,Serious,"The Northwest Arkansas region is fortunate to have a stable water source from Beaver Lake which is controlled by the Army Corp of Engineers. The Beaver Water District supplies the region with potable water from this source. In the long-term the region has a stable water source, however there are short term risks to this water source. Flooding events bring sediment load into the lake which makes water treatment more costly during these times. Significant and prolonged drought would also bring a level of risk if the lake level dropped to the point that the intake valve would need to be positioned at a greater depth.",82830,2016,"(36.082156, -94.171854)","(37.09024, -95.712891)"
59631,"City of San Leandro, CA","San Leandro, CA",USA,North America,Public,,2017,Increased water stress or scarcity,Medium-term,Less serious,"Water infrastructure is in aging, poor condition within the city and in the conveyance infrastructure from the Moklumne watershed. Per the EBMUD report, Strategy for Protecting the Molumne Aquaduct, there are risks in the Sacramento Delta area that include pipeline failure from subsidence or flooding",88441,2015,"(37.72493, -122.156077)","(37.09024, -95.712891)"
42178,Distrito Metropolitano de Quito,Quito,Ecuador,Latin America,Public,C40,2017,Increased water stress or scarcity,Medium-term,Less serious,"Even though water supply in Quito is not particularly vulnerable to climate change, if we considered the assumptions made and land use change, the Climatic Vulnerability Analysis for priority sectors (2014) determines that clean water supply in the MDQ by 2050 could be affected by a 10% of the total coverage.",2239191,2010,"(-0.2333, -78.5167)","(-1.831239, -78.183406)"
31180,Región Metropolitana de Santiago,Santiago,Chile,Latin America,Public,C40,2017,Increased water stress or scarcity,Current,Serious,"The underground aquifers are drying up, especially in the northwest sector of the region, and generally having supply problems particularly in the area outside the concession of the main urban sector of the region (outside of Great Santiago).",6527903,2012,"(-33.44889, -70.669265)","(-35.675147, -71.542969)"
31180,Región Metropolitana de Santiago,Santiago,Chile,Latin America,Public,C40,2017,Increased water stress or scarcity,Current,Serious,"The chilean water system regulation is based on water rights, which are purchased according to market laws (supply and demand). But now that the aquifers do not have as much water as they should have, according to the original ""market"", this system is not functional anymore, and water resources are getting more scarce.",6527903,2012,"(-33.44889, -70.669265)","(-35.675147, -71.542969)"
31180,Región Metropolitana de Santiago,Santiago,Chile,Latin America,Public,C40,2017,Increased water stress or scarcity,Short-term,Serious,"Because of its sensitivity, Maipo basin could suffer serious changes in the availability and quality of water due to projected increases in temperature and decreases in precipitation. It is likely to affect not only the existing user base, but is likely to have serious consequences for a region that anticipates high population growth in coming decades.",6527903,2012,"(-33.44889, -70.669265)","(-35.675147, -71.542969)"
31146,Addis Ababa City Administration,Addis Ababa,Ethiopia,Africa,Public,C40,2017,Increased water stress or scarcity,Medium-term,Extremely serious,water stress or scarcity frequently seen through out my city due to declining of annual rainfall.,3800000,2013,"(9.028874, 38.754366)","(9.145, 40.489673)"
31146,Addis Ababa City Administration,Addis Ababa,Ethiopia,Africa,Public,C40,2017,Increased water stress or scarcity,Long-term,Extremely serious,Very aging of the infrastructure causes the leakage of water and waste materials also get into the pipe through damaged part of the material.,3800000,2013,"(9.028874, 38.754366)","(9.145, 40.489673)"
50782,Dhaka City,Dhaka,Bangladesh,South and West Asia,Public,C40,2017,Increased water stress or scarcity,Current,Serious,Crysis of drinking water,14543124,2011,"(23.810332, 90.412518)","(23.685, 90.3563)"
54298,Dalian Municipal People's Government,Dalian,China,East Asia,Public,C40,2017,Increased water stress or scarcity,Long-term,Serious,Increased water stress or scarcity,6080000,2008,"(38.914, 121.6147)","(35.86166, 104.195397)"
36039,Accra Metropolitan Assembly,Accra,Ghana,Africa,Public,C40,2017,Increased water stress or scarcity,,,,2291352,2013,"(5.565437, -0.168191)","(7.946527, -1.023194)"
54364,City of Kuala Lumpur,Kuala Lumpur,Malaysia,South Asia and Oceania,Public,C40,2017,Increased water stress or scarcity,Short-term,Less serious,water supply (household pipe) is not drinkable.,1890000,2015,"(3.139003, 101.686855)","(4.210484, 101.975766)"
31172,Mexico City,Mexico City,Mexico,Latin America,Public,C40,2017,Increased water stress or scarcity,Current,Extremely serious,"So far there is a 41.1% leaks in the water system. There is a constant aquifer pressure, the 2040 water plan has identified the high level of risk to provide the service.",8874724,2014,"(19.4326077, -99.133208)","(23.634501, -102.552784)"
35913,City of Nairobi,Nairobi,Kenya,Africa,Public,C40,2017,Increased water stress or scarcity,Current,Serious,"With the flooding associated with the heavy downpours that the city experiences, there have been instances where water pipes have been swept away.",4500000,2017,"(-1.292066, 36.821946)","(-0.023559, 37.906193)"
31173,Comune di Milano,Milano,Italy,Europe,Public,C40,2017,Increased water stress or scarcity,Current,Extremely serious,,1359905,2015,"(45.802578, 9.086356)","(41.87194, 12.56738)"
71557,Quelimane Municipal Council,Quelimane,Mozambique,Africa,Public,,2017,Other,Current,Extremely serious,"1. Presence of cemeteries and no land fill for waste disposal and added to this, the city has no sewage system. All this posing great threat to water quality.",250000,2017,"(-17.850264, 36.921858)","(-18.6657, 35.5296)"
71557,Quelimane Municipal Council,Quelimane,Mozambique,Africa,Public,,2017,Other,Current,Extremely serious,"1. From the main tank to the end users, there are many leakages and these allow penetration of microorganisms into the water pipes",250000,2017,"(-17.850264, 36.921858)","(-18.6657, 35.5296)"
31171,Ayuntamiento de Madrid,Madrid,Spain,Europe,Public,C40,2017,Regulatory,Medium-term,Less serious,,3165883,2016,"(40.1076253, -3.3875673)","(40.463667, -3.74922)"
71557,Quelimane Municipal Council,Quelimane,Mozambique,Africa,Public,,2017,Other,Current,Extremely serious,"1. Water at Municipal level should be under local government control but unfortunately, in Mozambique water is managed by a central government entity (FIPAG) which does not disclose the real users to boost the revenue system of the local government",250000,2017,"(-17.850264, 36.921858)","(-18.6657, 35.5296)"
31173,Comune di Milano,Milano,Italy,Europe,Public,C40,2017,Other,Current,Extremely serious,terrorist attack,1359905,2015,"(45.802578, 9.086356)","(41.87194, 12.56738)"
32480,City of Adelaide,Adelaide,Australia,South Asia and Oceania,Public,,2017,Regulatory,Medium-term,Serious,"The introduction of groundwater allocation planning may create a pricing mechanism for bore water, increasing water costs and restricting supply.",23615,2016,"(-34.928499, 138.600746)","(-25.274398, 133.775136)"
54623,Prefeitura de Betim,Betim,Brazil,Latin America,Public,,2017,Regulatory,Short-term,Extremely serious,Risco de maior estresse hídrico a curto prazo caso a empresa concessionária não realize obras de adequação da infraestrutura do sistema de captação de água.,378089,2010,"(-19.967308, -44.20119)","(-14.235004, -51.92528)"
54692,Prefeitura Municipal de Sertãozinho,Sertãozinho,Brazil,Latin America,Public,,2017,Regulatory,Long-term,Serious,"O município atualmente utiliza somente água subterrânea do aquífero Guarani para
abastecimento da população. No entanto, devido à área de recarga do aquífero estar
localizada em área com intensa atividade agrícola e de expansão populacional, poderá
estar sujeita a contaminações e queda da qualidade da água armazenada",121412,2016,"(-21.145069, -47.994746)","(-14.235004, -51.92528)"
57509,Prefeitura Niterói,Niterói,Brazil,Latin America,Public,,2017,Regulatory,Short-term,Serious,Os corpos hídricos do municípios estão sofrendo com a sazonalidade do regime do chuva.,497883,2016,"(-22.892857, -43.118381)","(-14.235004, -51.92528)"
60898,Ayuntamiento de Naucalpan de Juárez,Naucalpan de Juárez,Mexico,Latin America,Public,,2017,Regulatory,Medium-term,Less serious,Descontento social,844219,2015,"(19.463084, -99.245302)","(23.634501, -102.552784)"
36044,Seferihisar municipality,Seferihisar ,Turkey,Europe,Public,,2017,Regulatory,Medium-term,Less serious,"The increasing temperatures, slowly declining precipitation and increasing population levels may cause stress to ground and underground water-resources.",36000,2016,"(38.19515, 26.834402)","(38.963745, 35.243322)"
54114,City of Asheville,Asheville,USA,North America,Public,,2017,Regulatory,Short-term,Extremely serious,"Through the heart of Asheville runs the French Broad and Swannanoa Rivers. These are susceptible to flooding during heavy rain events. 

EXPOSURE
Seventy percent of the local drinking water supply is provided by the North Fork Reservoir. The dam and
associated infrastructure provides the reservoir’s holding capacity. Past flood events and related erosion have
shown the dam to be exposed to extreme precipitation and flooding events.
VULNERABILITY
The construction of the dam over 60 years ago was sufficient at the time, but an increased demand for water
and a greater exposure to possible dam breach has now made vulnerability high.
RISK
The consequence of a dam breach is very high. The resulting flood would approximate a 500-year flood, with
high velocity and the potential to cause massive damage downstream. This possibility, coupled with the impact
of loss of drinking water for a substantial period of time, makes this a high risk.",87882,2014,"(35.5951, -82.5515)","(37.09024, -95.712891)"
35857,City of Cincinnati,Cincinnati,USA,North America,Public,,2017,Regulatory,Medium-term,Serious,"Piping and pumping infrastructure in Cincinnati is aging. On a medium-term scale, we can expect that much of that infrastructure will need to be upgraded or replaced to deal not only with day-to-day water usage, but also with flood control, which will become more important, as we anticipate larger and more frequent flooding events in the future.",298550,2015,"(39.1031, -84.512)","(37.09024, -95.712891)"
54113,City of Flagstaff,Flagstaff,USA,North America,Public,,2017,Regulatory,Long-term,Less serious,"Energy costs due to water production continue to rise, placing stress on vulnerable populations.",68667,2013,"(35.1992, -111.6311)","(37.09024, -95.712891)"
31173,Comune di Milano,Milano,Italy,Europe,Public,C40,2017,Other,Medium-term,Serious,,1359905,2015,"(45.802578, 9.086356)","(41.87194, 12.56738)"
31446,Taipei City Government,Taipei,Taiwan,East Asia,Public,,2017,Regulatory,Current,Serious,"According to Ministry of Economic Affairs Water Resources Agency, data show that Taiwan often drought, frequency of about once every two years,  causing water shortages each time.",2695704,2016,"(25.037525, 121.563782)","(23.69781, 120.960515)"
63607,Alcaldía de Córdoba,"Córdoba, Venezuela",Venezuela,Latin America,Public,,2017,Regulatory,Current,Serious,ESCASO TRATAMIENTO DEL AGUA,35374,2011,"(7.5447, -72.2837)","(6.42375, -66.58973)"
31154,Bogotá Distrito Capital,Bogotá ,Colombia,Latin America,Public,C40,2017,Regulatory,Medium-term,Serious,"The risk varies for each process component: Collection, adduction, treatment, storage and distribution. A risk assessment is performed based on the threat analysis (40%) and vulnerability assessment (60%). The impact can be in the short, medium and long term.",7980001,2016,"(4.711, -74.0721)","(4.570868, -74.297333)"
31176,Prefeitura do Rio de Janeiro,Rio de Janeiro,Brazil,Latin America,Public,C40,2017,Regulatory,Current,Serious,"Increased economic activity in the state of Rio has taken to increased pollution in river beds, causing the quality of Guandu reservoir to decline, demanding a longer and more expensive cleaning process. 

The saline intrusion can also be a risk for the quality of water used for human consumption, mainly in areas still using underground water near the coast.",6498837,2016,"(-22.9054389, -43.5614471)","(-14.235004, -51.92528)"
31158,Hanoi City,Hanoi,Vietnam,South Asia and Oceania,Public,C40,2017,Other,Short-term,Less serious,,7558965,2015,"(21.0258, 105.814607)","(14.058324, 108.277199)"
60254,Prefeitura de Bonito,Bonito,Brazil,Latin America,Public,,2017,Water losses,,Extremely serious,,38069,2016,"(-21.125448, -56.489385)","(-14.235004, -51.92528)"
60258,Prefeitura de Brusque,Brusque,Brazil,Latin America,Public,,2017,Water losses,Short-term,Serious,"As enchentes resultam no aumento de turbidez dos mananciais o que, muitas vezes, causa a interrupção do tratamento. Além deste fator, há o aumento no consumo de água potável após a enchente, pois esta é utilizada na limpeza dos locais atingidos.",125810,2016,"(-27.093638, -48.920654)","(-14.235004, -51.92528)"
54405,Vejle Kommune,Vejle,Denmark,Europe,Public,,2017,Water losses,Long-term,Less serious,"The well field to Søndre Vandværk is situated in the city and the city activities are threatening the resource. But the groundwater is extracted from a partly buried valley, which is well protected (artesian water). So far the groundwater is not polluted but it can be expected in the long-term.",107567,2016,"(55.7113, 9.5364)","(56.26392, 9.501785)"
69825,Municipalidad de Viedma,Viedma,Argentina,Latin America,Public,,2017,Water losses,,Extremely serious,"Si no se toman los recaudos necesarios desde Aguas Rio Negrinas para acondicionar la planta de tratamiento de líquidos cloacales, como su ampliación y correcto y funcionamiento podríamos tenes graves problemas de contaminación fecal.
Con respecto al sistema de cloacas, desde el Municipio se realizó un acuerdo con el Gobierno Nacional para financiar obras de este tipo que eviten los derrames a los desagües pluviales, de líquidos cloacales por saturación de cloacas.",52789,2010,"(-40.810253, -62.995996)","(-38.416097, -63.616672)"
54461,Gemeente Groningen,Groningen,Netherlands,Europe,Public,,2017,Water losses,Medium-term,Serious,Areas have been identified where heavier showers (occurring once every 10 to 100 years) would cause floodings.,200500,2016,"(53.232386, 6.551335)","(52.132633, 5.291266)"
60140,City of Nakuru,Nakuru,Kenya,Africa,Public,,2017,Water losses,Current,Serious,,369839,2017,"(-0.303099, 36.080026)","(-0.023559, 37.906193)"
54119,City of Palo Alto,Palo Alto,USA,North America,Public,,2017,Water losses,Medium-term,Serious,Potential long-term shift in hydrological regime in California and the American west.,66478,2017,"(37.4419, -122.143)","(37.09024, -95.712891)"
54119,City of Palo Alto,Palo Alto,USA,North America,Public,,2017,Water losses,Medium-term,Less serious,Storm water Infrastructure needs upgrading and greening for local capture and treatment. Purple pipe infrastructure under development.,66478,2017,"(37.4419, -122.143)","(37.09024, -95.712891)"
49335,Metropolitan Government of Nashville and Davidson County,Nashville and Davidson ,USA,North America,Public,,2017,Water losses,Current,Serious,"Volatility currently and into the future threatens homes, businesses, and property within and alongside the floodplain of the Cumberland River and its tributaries.",678889,2015,"(36.1627, -86.7816)","(37.09024, -95.712891)"
31173,Comune di Milano,Milano,Italy,Europe,Public,C40,2017,Water losses,Current,Serious,,1359905,2015,"(45.802578, 9.086356)","(41.87194, 12.56738)"
73250,Mocímboa da Praia,Mocímboa da Praia,Mozambique,Africa,Public,,2017,Other,,Extremely serious,,92022,2017,"(-11.353599, 40.35224)","(-18.6657, 35.5296)"
73252,Pemba Municipality,Pemba,Mozambique,Africa,Public,,2017,Other,Current,Extremely serious,,204500,2017,"(-12.973203, 40.517801)","(-18.6657, 35.5296)"
73240,Tuzla Municipality,Tuzla,Turkey,Europe,Public,,2017,Increased water stress or scarcity,Long-term,Serious,Turkey is one the those countries that will have water scarcity with its growing populations. Tuzla Municipality recognizes this risk.,235000,2015,"(44.537461, 18.673469)","(38.963745, 35.243322)"
31173,Comune di Milano,Milano,Italy,Europe,Public,C40,2017,Other,Current,Less serious,,1359905,2015,"(45.802578, 9.086356)","(41.87194, 12.56738)"
31166,Jakarta City Government,Jakarta ,Indonesia,South Asia and Oceania,Public,C40,2017,Other,Current,Serious,"Piped water coverage is still very limited, this has resulted in the utilization of underground water in an uncontrolled",10155902,2017,"(-6.1751, 106.865)","(-0.7893, -113.9213)"
31166,Jakarta City Government,Jakarta ,Indonesia,South Asia and Oceania,Public,C40,2017,Flooding,Current,Extremely serious,Increased frequency of rain affecting the area increased inundation area / flood,10155902,2017,"(-6.1751, 106.865)","(-0.7893, -113.9213)"
36254,Comune di Venezia,Venezia,Italy,Europe,Public,C40,2017,Declining water quality,Current,Serious,The large amount of water extracted from the wells increases the speed of the underground flow and reduces the rate of renewal of the water: this way the water quality worsens. the entity that holds the main responsibility for water protection is the Veneto Region which enacted the Water Protection Plan.,261905,2016,"(45.4332515, 12.3210704)","(41.87194, 12.56738)"
36254,Comune di Venezia,Venezia,Italy,Europe,Public,C40,2017,Other,Medium-term,Serious,"The ""hydrological balance"" has evaluated relevant quantities of water (442 Mm3 / y input, 169 Mm3 / y flow out) that indicate an high volume for a system that serves a population of over 600,000 inhabitants.
The balance between the use of groundwater and the groundwater recharge is negative though also due to a great demand for water for industrial and agricultural systems.
The use of water from wells (of excellent quality) by private individuals is still characterized by high levels of wastage in contrast with current legislation and with the basic concepts of rational use of the resource.",261905,2016,"(45.4332515, 12.3210704)","(41.87194, 12.56738)"
10894,City of Los Angeles,Los Angeles,USA,North America,Public,C40,2017,Inadequate or aging infrastructure,Current,Serious,Deferred maintenance on water system,4030904,2016,"(34.0522342, -118.2436849)","(37.09024, -95.712891)"
31170,Metropolitan Municipality of Lima,Lima,Peru,Latin America,Public,C40,2017,Other,Medium-term,Extremely serious,"En una ciudad que alberga más de nueve millones de habitantes y que además no tiene la infraestructura necesaria para tratar el agua necesaria, es la escasez de agua un riesgo muy alto.",8755262,2014,"(-12.046374, -77.042793)","(-9.189967, -75.015152)"
36254,Comune di Venezia,Venezia,Italy,Europe,Public,C40,2017,Increased water stress or scarcity,Short-term,Serious,"The decrease in total rainfall reduces the overall flow of the rivers; the increase of the concentration in a few, intense and short duration rainy events facilitates the surface water sliding: both of these phenomena reduce the possibility of groundwater recharge. 

To give more information, the current year (winter 2016-17) Veneto is experiencing a drought that occurs (for now) quite rarely. Factors contributing to drought were as follows: warm winter with little snowfall in the Alps and in the the Alpine foothills and minimal rainfall in the Po Valley. For this reason the Veneto Region is monitoring and controlling the situation, while temporarily reducing by 20% water for the crops. Similar situations have occurred in 2003 and 1994, however this is the year with less precipitation from 1930 to today.",261905,2016,"(45.4332515, 12.3210704)","(41.87194, 12.56738)"
49360,Pretoria - Tshwane,Pretoria - Tshwane,South Africa,Africa,Public,C40,2017,Increased water stress or scarcity,Short-term,Extremely serious,"The city is 100% relient on imported water from other areas, there is no city based catchment area. The reduced stream flow from the city's two main river systems present a critical challnge and the insufficient capacity of existing dams is an additional risk factor",3300000,2017,"(-25.746111, 28.188056)","(-30.559482, 22.937506)"
49360,Pretoria - Tshwane,Pretoria - Tshwane,South Africa,Africa,Public,C40,2017,Inadequate or aging infrastructure,Current,Extremely serious,"As a result of the historical spatial design of the city, the infrastructure was meant to serve the minority of the population. with the advent of the democratic government 21 years ago, more and more people have found residence into the city and the existing infrastructure was not built to sustin these high numbers and it is beginning to show strain througb a number of pipe bursts, blockages and general wear and tear.",3300000,2017,"(-25.746111, 28.188056)","(-30.559482, 22.937506)"
31169,Government of Hong Kong Special Administrative Region,Hong Kong,Hong Kong,East Asia,Public,C40,2017,Other,Long-term,Serious,"Long term – 
Currently, about 20 - 30% of freshwater water supply in Hong Kong comes from the local catchment and the remaining 70% to 80% is imported from Dongjiang (DJ) in Guangdong Province under a ""Package deal lump sum"" agreement, based on which an annual lump sum payment is made to the Guangdong authorities in exchange for a reliable and flexible supply of DJ water up to an annual supply ceiling of 820 million m3. Besides, 1,100 million m3 has been allocated and reserved for Hong Kong to meet its long term needs. 
Since 1950s, Water Supplies Department has been supplying seawater for toilet flushing. Currently, the network has covered about 85% of the population in Hong Kong. It saves about 270 million m3 of freshwater every year. 
With this three-pronged water supply system, we should be able to maintain the reliability level of water supply in Hong Kong not lower than 99% in the short to medium term. 
In the long-run, the water resources and security in Hong Kong face a number of uncertainties descripted in the Risk Description below.
Serious - 
Hong Kong is an international city. Reliable water supply is essential to its daily operation and sustainable development. However, Hong Kong currently has two freshwater sources, local yield and DJ water, both of which are vulnerable to climate change impacts. In case of severe droughts, we may not able to meet the 99% reliability requirement.  
Risk Description - 
Water resources in Hong Kong is subject to a number of uncertainties and challenges including severe droughts arising from climate changes and continuous increase in water demand due to population growth.",7336600,2016,"(22.2880809, 114.1398015)","(22.396428, 114.109497)"
31169,Government of Hong Kong Special Administrative Region,Hong Kong,Hong Kong,East Asia,Public,C40,2017,Inadequate or aging infrastructure,Medium-term,Less serious,"Risk Description and Medium term – 
Hong Kong's fresh water and salt water supplies are provided through a network of about 7 800 kilometres of water mains. Most of these water mains are underground with some portion being laid more than 30 years ago.  Such water mains are progressively approaching the end of their service life and have become increasingly difficult and costly to maintain. Therefore, the timescale for the risk will be “Medium term”.
Less serious -
As a result of the ageing problem, we are facing an increasing number of main bursts and leakage cases that have caused inconvenience to the public and resulted in water loss. That said, such situation would not cast water supply crisis and their impact would be “Less serious”.",7336600,2016,"(22.2880809, 114.1398015)","(22.396428, 114.109497)"
31166,Jakarta City Government,Jakarta ,Indonesia,South Asia and Oceania,Public,C40,2017,Increased water stress or scarcity,Current,Serious,"Scarcity of clean water, especially in areas near the coast of North Jakarta and West Jakarta",10155902,2017,"(-6.1751, 106.865)","(-0.7893, -113.9213)"
31113,City of Yokohama,Yokohama,Japan,East Asia,Public,C40,2017,Increased water stress or scarcity,Long-term,Serious,,3731096,2017,"(35.4437078, 139.6380256)","(36.204824, 138.252924)"
31166,Jakarta City Government,Jakarta ,Indonesia,South Asia and Oceania,Public,C40,2017,Other,Long-term,Less serious,Need for clean water is increasing resulting in increased demand for clean water that affect the price,10155902,2017,"(-6.1751, 106.865)","(-0.7893, -113.9213)"
54348,The Local Government of Quezon City,Quezon ,Philippines,South Asia and Oceania,Public,C40,2017,Other,Current,Serious,,3005413,2017,"(15.6835, 120.86176)","(12.879721, 121.774017)"
54348,The Local Government of Quezon City,Quezon ,Philippines,South Asia and Oceania,Public,C40,2017,Other,Current,Serious,,3005413,2017,"(15.6835, 120.86176)","(12.879721, 121.774017)"
54348,The Local Government of Quezon City,Quezon ,Philippines,South Asia and Oceania,Public,C40,2017,Other,Current,Serious,,3005413,2017,"(15.6835, 120.86176)","(12.879721, 121.774017)"
35905,Corporation of Chennai,Chennai,India,South and West Asia,Public,C40,2017,Other,Short-term,Serious,Severe ground water extraction has reduced the level of the ground water table.,7600000,2016,"(13.099202, 80.242513)","(20.5937, 78.9629)"
35905,Corporation of Chennai,Chennai,India,South and West Asia,Public,C40,2017,Inadequate or aging infrastructure,Short-term,Serious,The primary distribution infrastructure is very old and leads to leaks causing increased delivery losses.,7600000,2016,"(13.099202, 80.242513)","(20.5937, 78.9629)"
